movie_title,country,language,genres,color,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Dil Jo Bhi Kahey... ,India,English,Romance,Color,R,based on novel,Romesh Sharma,Annabelle Wallis,Revathy,Bhoomika Chawla
Mississippi Mermaid ,France,French,Crime|Drama|Romance,Color,R,antibes|hotel|island|reunion|reunion island,François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet
I Love Your Work ,USA,English,Drama|Mystery,Color,R,film student|marriage|mental breakdown|movie star|obsession,Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt
Insidious ,USA,English,Fantasy|Horror|Mystery|Thriller,Color,PG-13,baby|boy|coma|demon|house,James Wan,Lin Shaye,Barbara Hershey,Philip Friedman
Waitress ,USA,English,Comedy|Drama|Romance,Color,PG-13,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison
Kickboxer: Vengeance ,USA,English,Action,Color,R,based on novel,John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina
Bloodsport ,USA,English,Action|Biography|Drama|Sport,Color,R,hand to hand combat|hong kong|kumite|martial arts|tournament,Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu
Mr. Smith Goes to Washington ,USA,English,Comedy|Drama, Black and White,Not Rated,camp|corruption|governor|senate|u.s. senate,Frank Capra,Claude Rains,Jean Arthur,Thomas Mitchell
Kids ,USA,English,Drama,Color,R,coming of age|marijuana|rape|virgin|weed,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce
The Squid and the Whale ,USA,English,Comedy|Drama,Color,R,boy|divorce|tennis|tennis coach|writer,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline
Kissing Jessica Stein ,USA,English,Comedy|Drama|Romance,Color,R,friend|friendship|journalist|new york city|personal ad,Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek
Exotica ,Canada,English,Drama|Mystery|Romance,Color,R,bird|cult film|egg|nightclub|toronto,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley
The To Do List ,USA,English,Comedy|Romance,Color,R,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter
The Gatekeepers ,Israel,Hebrew,Documentary|War,Color,PG-13,interview|jerusalem|jewish|terrorism|terrorist bombing,Dror Moreh,Ami Ayalon,Yuval Diskin,Yaakov Peri
Buffalo '66 ,USA,English,Comedy|Crime|Drama|Romance,Color,R,shower|stripper|tap dancing|underwear|undressing,Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent
Repo Man ,USA,English,Comedy|Crime|Sci-Fi|Thriller,Color,R,punk|punk rocker|repossession|televangelist|ufo,Alex Cox,Del Zamora,Tracey Walter,Miguel Sandoval
The Lords of Salem ,USA,English,Drama|Fantasy|Horror|Thriller,Color,R,blood|flashback|radio dj|radio station|vinyl,Rob Zombie,Sid Haig,Dee Wallace,Michael Berryman
The Ballad of Jack and Rose ,USA,English,Drama,Color,R,commune|defecation|environmentalism|fellatio|island,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald
Unsullied ,USA,English,Action|Horror|Thriller,Color,R,based on novel,Simeon Rice,Ward G. Smith,Lisa Brave,Malone Thomas
Killing Zoe ,France,English,Crime|Drama|Thriller,Color,R,bank|bastille day|call girl|childhood friend|drugs,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade
The Believer ,USA,English,Drama, Black and White,R,jew|jewish nazi|nazism|racism|skinhead,Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix
Snow Angels ,USA,English,Drama|Romance,Color,R,flashback|football game|school|small town|snow,David Gordon Green,Michael Angarano,Connor Paolo,Tom Noonan
Session 9 ,USA,English,Horror|Mystery,Color,R,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden
I Want Someone to Eat Cheese With ,USA,English,Comedy|Romance,Color,R,cheese|city|ice cream|school|second city,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick
Amigo ,USA,English,Drama|War,Color,R,american|filipino|friendship|guerrilla army|village,John Sayles,Brian Lee Franklin,John Arcilla,Ronnie Lazaro
Hatchet ,USA,English,Comedy|Horror,Color,R,bayou|boat|louisiana|swamp|tour,Adam Green,Joel David Moore,Kane Hodder,Joel Murray
My Name Is Bruce ,USA,English,Comedy|Fantasy,Color,R,b movie|birthday|chinese|demon|small town,Bruce Campbell,Ted Raimi,Dan Hicks,Timothy Patrick Quill
Modern Times ,USA,English,Comedy|Drama|Family, Black and White,G,actor director writer|invention|machine|music score composed by director|tramp,Charles Chaplin,Paulette Goddard,Stanley Blystone,Fred Malatesta
The Salon ,USA,English,Comedy|Drama,Color,PG-13,based on novel,Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris
Stolen Summer ,USA,English,Drama,Color,PG,catholic|catholicism|rabbi|school|summer,Pete Jones,Brian Dennehy,Aidan Quinn,Bonnie Hunt
Road Hard ,USA,English,Comedy,Color,R,girl in panties|panties|red panties|stand up comedy,Adam Carolla,Jay Mohr,Jim O'Heir,David Alan Grier
Forty Shades of Blue ,USA,English,Drama|Music|Romance,Color,R,love|music producer|previous marriage|rock 'n' roll|russian,Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows
Trucker ,USA,English,Drama,Color,R,cancer|cigarette smoking|hospital|one night stand|trucker,James Mottern,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence
Pontypool ,Canada,English,Fantasy|Horror,Color,Not Rated,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,Bruce McDonald,Stephen McHattie,Georgina Reilly,Boyd Banks
Me You and Five Bucks ,USA,English,Comedy|Drama|Romance,Color,R,based on novel,Jaime Zevallos,Angela Sarafyan,Jaime Zevallos,Michael Elian
Housebound ,New Zealand,English,Comedy|Horror|Mystery,Color,Not Rated,bloody violence|exploding head|haunted house|plot twist|slapstick,Gerard Johnstone,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes
Wal-Mart: The High Cost of Low Price ,USA,English,Documentary,Color,Not Rated,greed|pollution|slave labor|truth|wal mart,Robert Greenwald,Lee Scott,Jon Hunter,Matt Hunter
Snow White and the Seven Dwarfs ,USA,English,Animation|Family|Fantasy|Musical,Color,Approved,dwarf|love|princess|queen|snow white,William Cottrell,Adriana Caselotti,Billy Gilbert,Lucille La Verne
Shalako ,UK,English,Western,Color,PG,bare chested male bondage|european|female frontal nudity|topless woman|war paint,Edward Dmytryk,Brigitte Bardot,Woody Strode,Honor Blackman
The Holy Girl ,Argentina,Spanish,Drama,Color,R,16 year old|doctor|hotel|tinnitus|title directed by female,Lucrecia Martel,Mía Maestro,Mercedes Morán,María Alche
Incident at Loch Ness ,UK,English,Adventure|Comedy|Horror,Color,PG-13,boat|director|loch ness|loch ness monster|monster,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey
Eddie: The Sleepwalking Cannibal ,Canada,English,Comedy|Horror,Color,Not Rated,art teacher|cannibal|inspiration|painter|sleepwalking,Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Georgina Reilly
"Lock, Stock and Two Smoking Barrels ",UK,English,Comedy|Crime,Color,R,antique|cockney accent|hatchet|money|shotgun,Guy Ritchie,Jason Statham,Jason Flemyng,Dexter Fletcher
The Ballad of Gregorio Cortez ,USA,English,Western,Color,R,based on novel,Robert M. Young,Barry Corbin,Bruce McGill,Ned Beatty
Trees Lounge ,USA,English,Comedy|Drama,Color,R,alcoholic drink|bar|drink|drinking|drunk,Steve Buscemi,Steve Buscemi,Debi Mazar,Carol Kane
The Girlfriend Experience             ,USA,English,Drama,Color,TV-MA,escort|female nudity|friendship|money|sex scene,Steven Spielberg,Mary Lynn Rajskub,Riley Keough,Paul Sparks
Journey from the Fall ,USA,Vietnamese,Drama,Color,R,1970s|1980s|nonlinear timeline|rescue|vietnam war,Ham Tran,Long Nguyen,Kieu Chinh,Cat Ly
The Basket ,USA,English,Drama,Color,PG,basketball|german immigrant|opera|two word title|war orphan,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote
Space: Above and Beyond             ,USA,English,Drama|Sci-Fi,Color,R,alien|born in vitro|in vitro fertilization|marine|outer space,Steven Spielberg,James Morrison,Tucker Smallwood,Kristen Cloke
Def-Con 4 ,Canada,English,Action|Sci-Fi,Color,R,canuxploitation|independent film|post apocalypse|remake|survival,Paul Donovan,Maury Chaykin,Lenore Zann,Tim Choate
Neal 'N' Nikki ,India,English,Comedy|Musical|Romance,Color,R,interrupted sex|kiss|love|mistaken sex scene|sex in car,Arjun Sablok,Abhishek Bachchan,Uday Chopra,Samantha McLeod
The Hebrew Hammer ,USA,English,Comedy, Black and White,R,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,Jonathan Kesselman,Judy Greer,Adam Goldberg,Tony Cox
Forget Me Not ,USA,English,Horror|Romance|Thriller,Color,R,based on novel,Tyler Oliver,Bella Thorne,Chloe Bridges,Christopher Atkins
Rebecca ,USA,English,Drama|Film-Noir|Mystery|Thriller, Black and White,Not Rated,death|estate|housekeeper|love|monte carlo,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders
The Lost Weekend ,USA,English,Drama|Film-Noir, Black and White,Not Rated,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,Billy Wilder,Ray Milland,Jane Wyman,Frank Faylen
C.H.U.D. ,USA,English,Horror|Sci-Fi,Color,R,bum|city|mutant|new york city|street,Douglas Cheek,Daniel Stern,John Heard,Sam McMurray
Filly Brown ,USA,English,Drama|Music,Color,R,based on novel,Youssef Delara,Noel Gugliemi,Jenni Rivera,Jorge Diaz
Niagara ,USA,English,Crime|Film-Noir|Thriller,Color,Approved,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,Henry Hathaway,Joseph Cotten,Jean Peters,Will Wright
Saw ,USA,English,Horror|Mystery|Thriller,Color,R,chained|flashback|killer|serial killer|surprise ending,James Wan,Michael Emerson,Monica Potter,Shawnee Smith
"Sex, Lies, and Videotape ",USA,English,Drama,Color,R,affair|interview|marriage|sex|videotape,Steven Soderbergh,Peter Gallagher,Laura San Giacomo,Steven Brill
Monsoon Wedding ,India,Hindi,Comedy|Drama|Romance,Color,R,arranged marriage|bride|celebration|marriage|wedding,Mira Nair,Naseeruddin Shah,Randeep Hooda,Lillete Dubey
You Can Count on Me ,USA,English,Drama,Color,R,bank|car accident|cheating husband|new york|single mother,Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann
The Trouble with Harry ,USA,English,Comedy|Mystery|Romance,Color,Approved,artist|death|hunting|sheriff|vermont,Alfred Hitchcock,Jerry Mathers,John Forsythe,Royal Dano
Home Run ,USA,English,Drama|Sport,Color,PG-13,addiction|alcoholic|baseball|car accident|reference to god,David Boyd,Vivica A. Fox,Drew Waters,Scott Elrod
Reservoir Dogs ,USA,English,Crime|Drama|Thriller,Color,R,gang|heist|heist gone wrong|nonlinear timeline|robbery,Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn
But I'm a Cheerleader ,USA,English,Comedy|Drama,Color,R,cheerleader|gay|homosexual|lesbian|lesbian relationship,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian
The Blue Bird ,USA,English,Drama|Family|Fantasy, Black and White,Approved,1800s|bird|blue bird of happiness|foreign language adaptation|past,Walter Lang,Spring Byington,Nigel Bruce,Gale Sondergaard
Blue Like Jazz ,USA,English,Comedy|Drama,Color,PG-13,church|college|color in title|philosophy|texas,Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange
Q ,France,French,Drama,Color,R,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,Laurent Bouhnik,Déborah Révy,Johnny Amaro,Yassine Azzouz
Down and Out with the Dolls ,USA,English,Comedy|Music,Color,R,female bassist|female drummer|female guitarist|female singer|portland oregon,Kurt Voss,Lemmy,Coyote Shivers,Zoë Poledouris
"Pink Ribbons, Inc. ",Canada,English,Documentary,Color,Not Rated,breast cancer|comma in title|period in title|punctuation in title|three word title,Léa Pool,Robert De Niro,Morgan Freeman,Steve Coogan
Certifiably Jonathan ,USA,English,Comedy|Documentary,Color,R,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,James David Pasternak,Robin Williams,Sarah Silverman,Jonathan Winters
Extreme Movie ,USA,English,Comedy,Color,R,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,Adam Jay Epstein,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester
God's Not Dead 2 ,USA,English,Drama,Color,PG,alternate universe|christian|christian film|christianity|manipulation,Harold Cronk,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera
Waiting... ,USA,English,Comedy,Color,R,cook|dishwasher|flashing|male frontal nudity|waiter,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies
Dead Man's Shoes ,UK,English,Crime|Drama|Thriller, Black and White,R,anger|army veteran|independent film|revenge|sex scene,Shane Meadows,Paddy Considine,Gary Stretch,George Newton
Wolf Creek             ,Australia,English,Drama|Horror|Thriller,Color,R,based on true story|blood|serial killer|slasher|tv mini series,Steven Spielberg,Richard Cawthorne,John Jarratt,Lucy Fry
Sex with Strangers ,USA,English,Documentary|Drama,Color,R,bisexual|explicit sex|sex|stranger|swing,Harry Gantz,Robert De Niro,Morgan Freeman,Steve Coogan
Beyond the Black Rainbow ,Canada,English,Sci-Fi|Thriller,Color,R,exploitation|four word title|hallucinogen|lynchian|telepathy,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne
Dracula: Pages from a Virgin's Diary ,Canada,English,Comedy|Horror|Musical, Black and White,R,ballet|cult film|dance|dracula|gothic,Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale
The Sleepwalker ,Norway,English,Drama,Color,Not Rated,female nudity|male nudity|male rear nudity|nudity,Mona Fastvold,Christopher Abbott,Brady Corbet,Gitte Witt
Rocket Singh: Salesman of the Year ,India,Hindi,Comedy|Drama,Color,R,boss|computer|honesty|sales|salesman,Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan
Casablanca ,USA,English,Drama|Romance|War,Color,PG,american expatriate|casablanca morocco|gestapo|police|visa,Michael Curtiz,Humphrey Bogart,Claude Rains,Conrad Veidt
Rocky ,USA,English,Drama|Sport,Color,PG,boxer|hometown hero|philadelphia pennsylvania|protective male|training,John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers
The Devil Inside ,USA,English,Horror,Color,R,critically bashed|demonic possession|exorcism|exorcist|found footage,William Brent Bell,Fernanda Andrade,Claudiu Trandafir,Brian Johnson
Tom Jones ,UK,English,Adventure|Comedy|History,Color,Unrated,18th century|rags to riches|secret letter|squire|tutor,Tony Richardson,Albert Finney,Susannah York,Hugh Griffith
Unfriended ,USA,English,Horror|Mystery|Thriller,Color,R,blender|computer screen|secret|skype|webcam,Levan Gabriadze,Shelley Hennig,Renee Olstead,Heather Sossaman
Taxi Driver ,USA,English,Crime|Drama,Color,R,loner|neo noir|night shift|taxi driver|vigilante,Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle
An Inconvenient Truth ,USA,English,Documentary,Color,PG,climate|earth|global warming|science|truth,Davis Guggenheim,Billy West,Al Gore,Steve Coogan
Chernobyl Diaries ,USA,English,Horror|Mystery|Sci-Fi|Thriller,Color,R,abandoned building|chernobyl disaster|exploration|tour guide|van,Bradley Parker,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski
The Howling ,USA,English,Horror,Color,R,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,Joe Dante,Patrick Macnee,Robert Picardo,Dee Wallace
Dr. No ,UK,English,Action|Adventure|Thriller,Color,Approved,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,Terence Young,Ursula Andress,Jack Lord,Lois Maxwell
Hellraiser ,UK,English,Fantasy|Horror,Color,R,blood|cenobites|creature|demon|male full frontal nudity,Clive Barker,Andrew Robinson,Ashley Laurence,Clare Higgins
Cry_Wolf ,USA,English,Drama|Horror|Mystery|Thriller,Color,PG-13,e mail|game|school|serial killer|student,Jeff Wadlow,Julian Morris,Gary Cole,Lindy Booth
Blue Valentine ,USA,English,Drama|Romance,Color,R,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman,Derek Cianfrance,Ryan Gosling,Mike Vogel,John Doman
Transamerica ,USA,English,Adventure|Comedy|Drama,Color,R,bail|male full frontal nudity|sex change|stepfather|transsexual,Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese
Beyond the Valley of the Dolls ,USA,English,Comedy|Drama|Music,Color,X,band|drugs|friendship|hollywood|satire,Russ Meyer,Charles Napier,Cynthia Myers,Harrison Page
Love Me Tender ,USA,English,Drama|Romance|Western, Black and White,R,army|civil war|robbery|soldier|train,Robert D. Webb,James Drury,Neville Brand,Debra Paget
Sands of Iwo Jima ,USA,English,Action|Drama|Romance|War, Black and White,Approved,battle|combat|heroic military|sergeant|tarawa,Allan Dwan,James Brown,Richard Jaeckel,Forrest Tucker
The Green Inferno ,USA,English,Adventure|Horror,Color,R,activist|amazon|color in title|rain|rain forest,Eli Roth,Daryl Sabara,Richard Burgi,Magda Apanowicz
The Sessions ,USA,English,Biography|Comedy|Drama|Romance,Color,R,falling in love|iron lung|priest|sex surrogate|therapist,Ben Lewin,W. Earl Brown,Adam Arkin,Rhea Perlman
Shine a Light ,USA,English,Biography|Documentary|Music,Color,PG-13,band|concert footage|new york city|rolling stones|three word title,Martin Scorsese,Mick Jagger,Keith Richards,Albert Maysles
October Baby ,USA,English,Drama,Color,PG-13,abortion|anti choice|christian preach|malpractice|unprofessional conduct,Andrew Erwin,Rachel Hendrix,Robert Amaya,Jason Burkey
The Skeleton Twins ,USA,English,Comedy|Drama,Color,R,adultery|brother sister relationship|estrangement|siblings|suicide attempt,Craig Johnson,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins
20 Feet from Stardom ,USA,English,Documentary|Music,Color,PG-13,backup singer|band|bechdel test passed|concert footage|singer,Morgan Neville,Sheryl Crow,Lou Adler,Merry Clayton
"Food, Inc. ",USA,English,Documentary,Color,PG,farming|flesh eating|food|food industry|gluttony,Robert Kenner,Michael Pollan,Eric Schlosser,Barbara Kowalcyk
Next Stop Wonderland ,USA,English,Comedy|Drama|Romance,Color,R,love|marine biologist|nurse|personal ad|plumber,Brad Anderson,Philip Seymour Hoffman,Callie Thorne,Holland Taylor
Obvious Child ,USA,English,Comedy|Drama,Color,R,abortion|divorced parents|one night stand|pregnancy|pregnant,Gillian Robespierre,Gaby Hoffmann,Jenny Slate,Jake Lacy
Martha Marcy May Marlene ,USA,English,Drama|Mystery|Thriller,Color,R,connecticut|cult|memory|new york|telephone call,Sean Durkin,Christopher Abbott,Julia Garner,Brady Corbet
Frozen River ,USA,English,Crime|Drama,Color,R,border|mohawk|money|new york|river,Courtney Hunt,Charlie McDermott,Michael O'Keefe,Misty Upham
Two Girls and a Guy ,USA,English,Comedy|Drama,Color,R,actor|anilingus|double cross|funeral home|two timing,James Toback,Robert Downey Jr.,Natasha Gregson Wagner,Angel David
The Broken Hearts Club: A Romantic Comedy ,USA,English,Comedy|Drama|Romance|Sport,Color,R,friend|gay|lesbian|photographer|restaurant,Greg Berlanti,Justin Theroux,Nia Long,Mary McCormack
Who Killed the Electric Car? ,USA,English,Documentary,Color,PG,california|car|reference to ralph nader|technology|u.s. president,Chris Paine,Ed Begley Jr.,Phyllis Diller,Colette Divine
Walking and Talking ,UK,English,Comedy|Drama|Romance,Color,R,briefs|cancer|cat|cult film|friend,Nicole Holofcener,Kevin Corrigan,Anne Heche,Vincent Pastore
Bubba Ho-Tep ,USA,English,Comedy|Fantasy|Mystery,Color,R,cult film|elvis|elvis presley|nursing home|texas,Don Coscarelli,Daniel Roebuck,Ossie Davis,Ella Joyce
Slam ,USA,English,Drama,Color,R,gang|independent film|prison|racial slur|urban setting,Marc Levin,Sonja Sohn,Saul Williams,Bonz Malone
Brigham City ,USA,English,Crime|Drama|Mystery,Color,PG-13,fbi agent|mormon|prayer|sheriff|utah,Richard Dutcher,Wilford Brimley,Frank Gerrish,Rick Macy
Palo Alto ,USA,English,Drama,Color,R,girls' soccer|high school|high school student|soccer coach|teenager,Gia Coppola,James Franco,Nat Wolff,Olivia Crocicchia
Fiza ,India,Hindi,Drama|Romance, Black and White,R,mumbai riots|politician|riot|suicide|tragic event,Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri
Ajami ,Germany,Arabic,Crime|Drama,Color,R,arab|christian|israeli|palestinian|violence,Scandar Copti,Shahir Kabaha,Scandar Copti,Ranin Karim
Orgazmo ,USA,English,Comedy|Sci-Fi,Color,NC-17,book of mormon|fight|mormon|ray gun|sidekick,Trey Parker,Trey Parker,Dian Bachar,Matt Stone
The Cure ,Japan,Japanese,Crime|Horror|Mystery|Thriller,Color,R,breasts|interrogation|investigation|murder|watching television,Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden
All the Real Girls ,USA,English,Drama|Romance,Color,R,best friend|lake|love|small town|womanizer,David Gordon Green,Zooey Deschanel,Paul Schneider,Shea Whigham
Dream with the Fishes ,USA,English,Comedy|Drama,Color,R,dying|to do list|twenty something|underwear|voyeur,Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe
The Act of Killing ,UK,Indonesian,Biography|Crime|Documentary|History,Color,Not Rated,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,Joshua Oppenheimer,Anwar Congo,Herman Koto,Syamsul Arifin
Blue Car ,USA,English,Drama,Color,R,contest|poetry|refusing to eat|starving oneself|teenage girl,Karen Moncrieff,Frances Fisher,Agnes Bruckner,A.J. Buckley
Wristcutters: A Love Story ,USA,English,Comedy|Drama|Fantasy|Romance,Color,R,afterlife|camping|death|hitchhiker|suicide,Goran Dukic,Leslie Bibb,Patrick Fugit,Chase Ellison
Luminarias ,USA,English,Comedy|Romance,Color,R,divorce|friend|jewish|lent|restaurant,José Luis Valenzuela,Cheech Marin,Lupe Ontiveros,Robert Beltran
I Origins ,USA,English,Drama|Romance|Sci-Fi,Color,R,buddhism|evolution|eye|reincarnation|stuck in elevator,Mike Cahill,Steven Yeun,Cara Seymour,Venida Evans
Antarctica: A Year on Ice ,New Zealand,English,Adventure|Biography|Documentary|Drama,Color,PG,antarctica,Anthony Powell,Josh Swanson,Tom Hamann,Anthony Powell
The Battle of Shaker Heights ,USA,English,Comedy|Drama|Romance,Color,PG-13,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,Efram Potelle,Shiri Appleby,Elden Henson,Kathleen Quinlan
Taxi to the Dark Side ,USA,English,Crime|Documentary|War,Color,R,afghanistan|detainee|guantanamo bay|taxi|torture,Alex Gibney,Alex Gibney,George W. Bush,Greg D'Agostino
Guiana 1838 ,USA,English,Drama,Color,Unrated,bare chested male|discipline|imperialism|whipping|white slavery,Rohit Jagessar,Kumar Gaurav,Rufus Graham,Aasheekaa Bathija
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,UK,English,Documentary|Sport,Color,PG-13,new york|new york cosmos|professional sports|soccer|soccer team,Paul Crowder,Pelé,Marv Albert,Ahmet Ertegun
Lisa Picard Is Famous ,USA,English,Comedy|Drama,Color,PG-13,actress|fame|inside joke|new york|one man show,Griffin Dunne,Mira Sorvino,Fisher Stevens,Melissa Gilbert
Hardflip ,USA,English,Action|Drama,Color,PG-13,family relationships|loss of mother|san diego california|single mother|suicide attempt,Johnny Remo,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames
Creative Control ,USA,English,Drama|Sci-Fi,Color,R,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,Benjamin Dickinson,Nora Zehetner,Alexia Rasmussen,Meredith Hagner
Chocolate: Deep Dark Secrets ,India,Hindi,Thriller,Color,R,chocolate|christmas|christmas eve|death|suspect,Vivek Agnihotri,Emraan Hashmi,Anil Kapoor,Sunil Shetty
The Perfect Host ,USA,English,Comedy|Crime|Thriller,Color,R,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,Nick Tomnay,David Hyde Pierce,Clayne Crawford,Nathaniel Parker
The Last Big Thing ,USA,English,Comedy|Drama,Color,R,actor|magazine|model|rock band|suburb,Dan Zukovic,Yul Vazquez,Louis Mustillo,James Lorinz
Safe Men ,USA,English,Comedy|Crime,Color,R,gangster|organized crime|robbery|rosh hashanah|safecracking,John Hamburg,Harvey Fierstein,Michael Lerner,Josh Pais
Speedway Junky ,USA,English,Crime|Drama|Romance,Color,R,car racing|crush|hustler|scam|watching television,Nickolas Perry,Patrick Renna,Patsy Kensit,Adrienne Frantz
Hits ,USA,English,Comedy|Drama,Color,R,courtroom|independent film|internet|small town|youtube,David Cross,Jason Ritter,Matt Walsh,Amy Sedaris
The Specials ,USA,English,Action|Comedy|Fantasy|Sci-Fi,Color,R,action figure|press conference|superhero|superhero team|toy,Craig Mazin,Judy Greer,James Gunn,Jamie Kennedy
16 to Life ,USA,English,Comedy|Romance,Color,R,birthday|digit in title|love|masturbation|teenager,Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh
Alone with Her ,USA,English,Crime|Drama|Thriller, Black and White,Not Rated,female nudity|female pubic hair|masturbation|panties|pubic hair,Eric Nicholas,Jordana Spiro,Ana Claudia Talancón,Jonathon Trent
Special ,USA,English,Comedy|Drama|Sci-Fi,Color,R,dream sequence|locked in a room|looking at self in mirror|medication|superhero,Hal Haberman,Michael Rapaport,Paul Blackthorne,Ian Bohen
Sparkler ,USA,English,Comedy|Drama,Color,R,automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park,Darren Stein,Frances Bay,Jamie Kennedy,Veronica Cartwright
The Helix... Loaded ,USA,English,Action|Adventure|Comedy|Fantasy|Sci-Fi,Color,R,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent,A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky
Childless ,USA,English,Drama,Color,R,based on novel,Charlie Levi,Joe Mantegna,Barbara Hershey,Diane Venora
In Her Line of Fire ,Germany,English,Action|Drama,Color,R,camp|die hard scenario|female protagonist|island|vice president,Brian Trenchard-Smith,David Keith,Mariel Hemingway,Jesse Hutch
The Jimmy Show ,USA,English,Comedy|Drama,Color,R,based on play|character name in title,Frank Whaley,Lynn Cohen,Frank Whaley,Heather Bucha
Heli ,Mexico,Spanish,Crime|Drama|Romance,Color,Not Rated,corrupt police|drug cartel|drugs|mexico|police,Amat Escalante,Kenny Johnston,Andrea Vergara,Gabriel Reyes
Karachi se Lahore ,Pakistan,Urdu,Comedy|Family,Color,R,pakistan|road trip,Wajahat Rauf,Rasheed Naz,Ayesha Omar,Javed Sheikh
Loving Annabelle ,USA,English,Drama|Romance,Color,Not Rated,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female,Katherine Brooks,Ilene Graff,Kevin McCarthy,Laura Breckenridge
And Then Came Love ,USA,English,Comedy|Romance,Color,R,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,Richard Schenkman,Vanessa Williams,Mike Colter,Eartha Kitt
Hard Candy ,USA,English,Crime|Drama|Thriller,Color,R,chatting|missing person poster|online dating|photographer|sexual predator,David Slade,Odessa Rae,G.J. Echternkamp,Patrick Wilson
Charly ,USA,English,Drama|Romance|Sci-Fi,Color,PG,disability|experiment|genius|intelligence|mouse,Ralph Nelson,Cliff Robertson,Dick Van Patten,Claire Bloom
